cod_localidad;localidad;cod_prov;provincia;zona_cod;zona_descr;region_cod;region_descr;amba_interior;region_pais_cod;departamento;cp
112;Chascomus;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Chascomús;7130
36;Ayacucho;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;Ayacucho;7150
614;Villa Gesell;14;Buenos Aires;12;PBA;11;Costa;INTERIOR;2;Villa Gesell;7165
116;Chivilcoy;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Chivilcoy;6620
72;Bragado;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Bragado;6640
92;Carmen de Areco;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Carmen de Areco;6725
94;Casbas;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Adolfo Alsina;6417
1;9 de Abril;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Esteban Echeverría;6500
89;Carlos Casares;14;Buenos Aires;12;Sur;7;PBA;INTERIOR;2;Carlos Casares;6530
644;Villa Valeria;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;General Roca;6273
586;Vickuña Mackena;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Cuarto;6140
263;Juana Koslay;4;San Luis;3;Cuyo;1;Cuyo;INTERIOR;2;Juan Martín de Pueyrredón;5701
114;Chimbas;12;San Juan;3;Cuyo;1;Cuyo;INTERIOR;2;Chimbas;5413
49;Barrio Rawson;12;San Juan;3;Cuyo;1;Cuyo;INTERIOR;2;Rawson;5425
101;Caucete;12;San Juan;3;Cuyo;1;Cuyo;INTERIOR;2;Caucete;5442
90;Carlos Paz;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Punilla;5152
23;Alta Gracia;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Santa María;5186
626;Villa Maria;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;General San Martín;5220
99;Catamarca;24;Catamarca;9;NOA Sur;9;NOA Sur;INTERIOR;2;Capital;4700
130;Colombres;13;Tucuman;9;NOA Sur;9;NOA Sur;INTERIOR;2;Cruz Alta;4111
111;Charata;19;Chaco;8;NEA;4;NEA;INTERIOR;2;Chacabuco;3730
80;Campana;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;Bariloche;2804
131;Colon;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Colón;2720
31;Arrecifes;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Arrecifes;2740
33;Arroyo Seco;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Rosario;2128
96;Casilda;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Caseros;2170
64;Bigand;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Caseros;2177
605;Villa Del Totoral;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Totoral;5236
627;Villa Maria de Rio Seco;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Seco;5248
19;Almafuerte;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Tercero Arriba;5854
607;Villa Dolores;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;San Javier;5870
115;Chimpay;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;Avellaneda;8364
78;Cabildo;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Bahía Blanca;8118
508;San Jose Feliciano;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Feliciano;3187
2;25 de Mayo;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;25 De Mayo;6660
58;Benito Juarez;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Benito Juarez;7020
14;Alcira Gigena;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Cuarto;5831
604;Villa Del Rosario;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Segundo;5963
62;Berrotaran;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Cuarto;5817
71;Bowen;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;Bowen;5634
649;Vista Flores;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;Vista Flores;5565
85;Capilla Del Monte;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Punilla;5184
612;Villa General Belgrano;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Calamuchita;5194
132;Colonia Caroya;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Colón;5000
126;Clorinda;18;Formosa;8;NEA;4;NEA;INTERIOR;2;Pilcomayo;3610
160;Despeñadero;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Santa María;5988
153;Cura Brochero;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;San Alberto;5891
55;Bell Ville;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Unión;2550
87;Capitan Sarmiento;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Capitan Sarmiento;2752
634;Villa Ramallo;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;Ramallo;2914
44;Baradero;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;Baradero;2942
657;Chavas;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Caseros;2000
59;Berazategui;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;Berazategui;1880
608;Villa Dominico;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;Avellaneda;1874
61;Bernal;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;Quilmes;1876
10;Adrogue;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;Almirante Brown;1846
125;Claypole;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;Almirante Brown;1849
43;Banfield;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;Lomas de Zamora;1828
16;Aldo Bonzi;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;La Matanza;1770
622;Villa Luzuriaga;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;La Matanza;1753
220;General Rodriguez;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;General Rodríguez;1717
642;Villa Tesei;8;Cap & Gba;5;GBA OESTE;6;GBA SUR;AMBA;1;Hurlingham;1708
97;Castelar;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;Morón;1712
122;Ciudad Jardin Del Palomar;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;Tres de Febrero;1684
623;Villa Lynch;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;General San Martín;1672
56;Bella Vista;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;San Miguel;1661
52;Beccar;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;San Isidro;1643
7;Acassuso;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;San Isidro;1640
53;Belen de Escobar;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;Escobar;1625
455;Ricardo Rojas;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Tigre;1610
643;Villa Urquiza;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 12;1431
641;Villa Soldati;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 8;1437
620;Villa Lugano;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 8;1439
637;Villa Riachuelo;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 8;1439
88;Carapachay;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;Vicente López;1606
127;Coghlan;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 12;1430
54;Belgrano;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 14;1428
621;Villa Luro;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 10;1407
129;Colegiales;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 13;1426
107;Chacarita;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 15;1427
613;Villa General Mitre;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 11;1416
640;Villa Santa Rita;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 11;1416
606;Villa Devoto;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 11;1417
633;Villa Pueyrredon;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 12;1419
635;Villa Real;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 11;1408
77;Caballito;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 6;1414
603;Villa Del Parque;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 11;1416
600;Villa Crespo;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 15;1405
110;Chamical;25;La Rioja;9;NOA;9;NOA Sur;INTERIOR;2;Chamical;4608
113;Chilecito;25;La Rioja;9;NOA;9;NOA Sur;INTERIOR;2;Chilecito;3412
98;Castelli;14;Buenos Aires;12;Sur;11;Costa;INTERIOR;2;Castelli;7114
103;Ceres;2;Santa Fe;7;Litoral;10;Litoral;INTERIOR;2;San Cristóbal;2340
105;Cerrito;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Paraná;6237
599;Villa Constitución;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Constitución;2919
601;Villa de Maria de Rio Seco;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Seco;50248
91;Carlos Spegazzini;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Ezeiza;1812
609;Villa Elisa;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;La Plata;1894
82;Cañada de Gomez;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Iriondo;2500
66;Boedo;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 5;1226
70;Bovril;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;La Paz;3142
60;Berisso;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Berisso;1923
475;Rosario Lerma;6;Salta;9;NOA Norte;8;NOA Norte;INTERIOR;2;Rosario de Lerma;4405
602;Villa de Soto;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Minas;5284
12;Aimogasta;25;La Rioja;9;NOA Sur;9;NOA Sur;INTERIOR;2;Arauco;5310
8;Adelia Maria;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Cuarto;5843
41;Balnearia;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;San Justo;5141
618;Villa La Bolsa;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Santa María;5170
29;Anisacate;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Santa María;5189
28;Andalgalá;24;Catamarca;9;NOA Sur;9;NOA Sur;INTERIOR;2;Andalgalá;4740
24;Altos de Chipion;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;San Justo;2417
32;Arroyito;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;San Justo;2434
26;Amstrong;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Belgrano;2508
40;Ballesteros;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Unión;2572
15;Alcorta;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Constitución;2117
11;Agronomia;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 15;1471
46;Barracas;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 4;1269
30;Armstrong;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Belgrano;2508
20;Almagro;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 5;1172
42;Balvanera;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 3;1023
645;Villaguay;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Villaguay;3240
646;Villalonga;14;Buenos Aires;12;Sur;5;Sur;INTERIOR;2;Patagones;8512
50;Basavilbaso;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Uruguay;3170
21;Almirante Brown;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Almirante Brown;1846
3;9 de Julio;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;9 de Julio;5272
13;Alberti;14;Buenos Aires;6;GBA SUR;6;CAP & GBA;INTERIOR;2;Alberti;6634
639;Villa San Jose;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;;2743
638;Villa Rosa;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;1631
631;Villa Ojo de Agua;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Ojo de Agua;
650;Wilde;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;1875
648;Virreyes;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1646
647;Virrey Del Pino;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1763
549;Sur;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;;
615;Villa Hernandarias;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;;
628;Villa Martelli;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
342;Martin Coronado;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;
166;Don Torcuato;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
69;Boulogne;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
65;Bilinghurst;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;
57;Benavidez;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
518;San Miguel Del Monte;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
287;Laferrere;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
86;Capital Federal;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;;
550;Tablada;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
577;Valentin Alsina;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
654;Zarate;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
408;Paso Del Rey;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;
9;Adolfo Chavez;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;Adolfo Gonzales Chaves;
6;Abasto;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;;1903
389;Once;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;;1039
569;Tribunales;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;;1079
17;Alejandro Korn;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;1864
63;Bialet Maset;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Punilla;
421;Piñeyro;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
48;Barrio Norte;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;;1014
25;America;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;6237
128;Colastine;2;Santa Fe;7;Litoral;10;Litoral;INTERIOR;2;;
619;Villa Libertador;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;;
83;Cañuelas;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1814
315;Los Paraisos;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;;
616;Villa Insuperable;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;1752
624;Villa Madero;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;1768
625;Villa Maipú;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;1828
610;Villa Elvira;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;4203
611;Villa Fiorito;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;1831
318;Lugano;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;;
581;Velez Sarsfield;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;;
104;Cerillos;6;Salta;9;NOA Norte;8;NOA Norte;INTERIOR;2;General Guemes;
432;Puerto Madero;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;;
553;Tapiales;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1770
138;Congreso;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;;
225;Glew;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1856
365;Monterico;13;Tucuman;9;NOA;9;NOA Sur;INTERIOR;2;;
331;Maquinista Savio;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1620
249;Ingeniero Maschwitz;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1623
346;Matheu;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1627
330;Manuel Alberti;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1664
571;Trujui;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;;1664
158;Del Viso;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1669
405;Parque San Martin;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;;1721
283;La Reja;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;;1738
123;Ciudad Madero;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1768
570;Tristan Suarez;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1806
224;Gerli;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1824
200;Francisco Alvarez;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;;1746
393;Pablo Podesta;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
171;El Jaguel;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1805
350;Mercado Central;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;
303;Lavallol;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1836
246;Ingeniero Budge;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1773
165;Don Bosco;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1877
463;Rio Negro;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;;
;C;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
595;Villa Carril;12;San Juan;3;Cuyo;1;Cuyo;INTERIOR;2;;
380;Nueva Córdoba;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;;5000
596;Villa Celina;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;
193;Fisherton;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;;
344;Maschwitz;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
267;Justiniano Pose;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Unión;
179;Entre Rios;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;;3200
356;Misiones;15;Misiones;8;NEA;4;NEA;INTERIOR;2;;
390;Open Door;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
559;Tolhuin;23;Tierra Del Fuego;12;Sur;5;Sur;INTERIOR;2;;
159;Desamparados;12;San Juan;3;Cuyo;1;Cuyo;INTERIOR;2;;
566;Tres Cerritos;6;Salta;9;NOA;8;NOA Norte;INTERIOR;2;;
395;Padua;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;
68;Bosques;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;1889
81;Canning;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;1804
262;Juan Francisco Solano;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;
34;Autopista;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;;1407
394;Pacheco;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1617
547;Sordeaux;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
372;Muñiz;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;;1662
213;General Las Heras;8;Cap & Gba;5;GBA OESTE;6;GBA OESTE;AMBA;1;;1741
164;Domingo Faustino Sarmiento;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;;
226;Gobernador Costa;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1859
142;Coronel Brandsen;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1980
658;Cruz Alta;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;;2000
237;Guillermo Hudson;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;1885
430;Puerto Belgrano;14;Buenos Aires;12;Sur;5;Sur;INTERIOR;2;;
435;Punta Chica;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1919
275;La Horqueta;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
261;Jovita;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;;6127
73;Bringas;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;;
108;Chaco;19;Chaco;8;NEA;4;NEA;INTERIOR;2;;
546;Solano;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
191;Ferreyra;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;;5925
480;Saladillo;14;Buenos Aires;12;PBA;7;PBA;INTERIOR;2;;7260
655;Zarate - Lima;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;;
22;Alt. Brown;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;;
209;General Belgrano;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;7223
660;Villa de Mayo;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;;1613
84;Cap & Gba;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;;
661;CIUDAD EVITA;8;Cap & Gba;6;GBA SUR;6;GBA SUR;AMBA;1;;
